Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20
"(665, 0.17484220100365142)","(168, 0.038659196912257235)","(168, 0.038659196912257235)","(667, 0.2647228936842239)","(168, 0.038659196912257235)","(625, 0.15401967051160756)","(96, 0.22125995513187272)","(168, 0.038659196912257235)","(493, 0.19815994244769194)","(605, 0.35326700488831503)","(390, 0.22183791019759105)","(565, 0.29728181701802064)","(168, 0.038659196912257235)","(168, 0.038659196912257235)","(323, 0.21471610850945563)","(402, 0.2020436865969321)","(268, 0.2001751856048643)","(168, 0.038659196912257235)","(505, 0.29561680876167123)","(168, 0.038659196912257235)"
"(331, 0.17365526605538348)","(564, 0.03710357317317674)","(564, 0.03710357317317674)","(491, 0.26359069857804757)","(564, 0.03710357317317674)","(34, 0.15325160207494004)","(600, 0.22102633308001338)","(564, 0.03710357317317674)","(310, 0.1981389099730665)","(497, 0.3522707248900467)","(313, 0.21958482458860187)","(467, 0.29668973745070754)","(564, 0.03710357317317674)","(564, 0.03710357317317674)","(618, 0.21309074182517979)","(63, 0.20139310228128457)","(133, 0.2001654990758844)","(564, 0.03710357317317674)","(160, 0.29524118020327317)","(564, 0.03710357317317674)"
"(53, 0.17202643543922186)","(76, 0.036840790210487605)","(76, 0.036840790210487605)","(506, 0.2618073239127649)","(76, 0.036840790210487605)","(4, 0.15281231133833267)","(416, 0.21801421633618623)","(76, 0.036840790210487605)","(538, 0.19776958122846647)","(387, 0.3476393190043196)","(275, 0.2173828818425863)","(547, 0.29330947083532694)","(76, 0.036840790210487605)","(76, 0.036840790210487605)","(656, 0.21197293333400025)","(493, 0.20034435014976057)","(586, 0.19816820719098)","(76, 0.036840790210487605)","(492, 0.2947851861771504)","(76, 0.036840790210487605)"
"(177, 0.17159959426363783)","(469, 0.03679152948805455)","(469, 0.03679152948805455)","(493, 0.26117486316016464)","(469, 0.03679152948805455)","(474, 0.15201928606717066)","(34, 0.21767250784988754)","(469, 0.03679152948805455)","(63, 0.19722298314445214)","(123, 0.3452254752914902)","(178, 0.21514919959646092)","(252, 0.29181645452561994)","(469, 0.03679152948805455)","(469, 0.03679152948805455)","(497, 0.21145064849278253)","(226, 0.20024131290897815)","(253, 0.19783400857915834)","(469, 0.03679152948805455)","(511, 0.294616684848864)","(469, 0.03679152948805455)"
"(585, 0.1713660357758603)","(126, 0.036638971868337436)","(126, 0.036638971868337436)","(440, 0.26089043417079016)","(126, 0.036638971868337436)","(128, 0.1516718784797379)","(1, 0.2175403995078558)","(126, 0.036638971868337436)","(146, 0.19631586786987199)","(473, 0.33650262678567583)","(632, 0.21438660000923923)","(227, 0.2914808889612581)","(126, 0.036638971868337436)","(126, 0.036638971868337436)","(580, 0.2062125617736037)","(533, 0.1994784802017726)","(565, 0.1975243030690032)","(126, 0.036638971868337436)","(674, 0.29408843990632444)","(126, 0.036638971868337436)"
"(1, 0.1705775764522319)","(26, 0.03662925524229296)","(26, 0.03662925524229296)","(592, 0.26019558734282433)","(26, 0.03662925524229296)","(48, 0.15155962433197784)","(234, 0.21690195457549682)","(26, 0.03662925524229296)","(537, 0.19394112633270363)","(644, 0.33579095901090467)","(155, 0.21360984444445488)","(161, 0.29126034800720463)","(26, 0.03662925524229296)","(26, 0.03662925524229296)","(166, 0.20568136140015064)","(624, 0.19688486452379522)","(57, 0.1970002974251573)","(26, 0.03662925524229296)","(53, 0.29380111825585825)","(26, 0.03662925524229296)"
"(551, 0.16920246168101066)","(629, 0.033246150168579854)","(629, 0.033246150168579854)","(475, 0.25962307470709683)","(629, 0.033246150168579854)","(185, 0.15100986115570922)","(549, 0.2148624917786635)","(629, 0.033246150168579854)","(497, 0.19305218157120593)","(21, 0.3357112311724947)","(196, 0.2134176898641466)","(521, 0.29109781410394636)","(629, 0.033246150168579854)","(629, 0.033246150168579854)","(220, 0.2037637763121311)","(498, 0.1956096224428087)","(478, 0.1959284217470895)","(629, 0.033246150168579854)","(497, 0.2906802594362922)","(629, 0.033246150168579854)"
"(154, 0.16847693361173202)","(131, 0.029663918473826524)","(131, 0.029663918473826524)","(19, 0.25909402486609767)","(131, 0.029663918473826524)","(519, 0.14891113774836523)","(466, 0.2123795136803301)","(131, 0.029663918473826524)","(169, 0.192493157562898)","(625, 0.3351806349099364)","(630, 0.2130145216695484)","(668, 0.2906590134838096)","(131, 0.029663918473826524)","(131, 0.029663918473826524)","(267, 0.20290960830641483)","(96, 0.19525676406436188)","(645, 0.19592389316973066)","(131, 0.029663918473826524)","(624, 0.289403707117247)","(131, 0.029663918473826524)"
"(643, 0.16842790673688557)","(191, 0.025475821115969566)","(191, 0.025475821115969566)","(123, 0.25784064472576174)","(191, 0.025475821115969566)","(321, 0.1478455635363555)","(537, 0.20969501944922514)","(191, 0.025475821115969566)","(153, 0.19176394110421785)","(293, 0.3346715424853178)","(142, 0.21249803770679504)","(147, 0.29051751155001976)","(191, 0.025475821115969566)","(191, 0.025475821115969566)","(583, 0.20289046791998933)","(153, 0.1945764052179282)","(497, 0.19557525603479345)","(191, 0.025475821115969566)","(23, 0.2844737246129345)","(191, 0.025475821115969566)"
"(476, 0.16722258567159476)","(173, 0.022589340275543584)","(173, 0.022589340275543584)","(32, 0.25591877923718787)","(173, 0.022589340275543584)","(518, 0.14767515441101808)","(611, 0.20841020921646064)","(173, 0.022589340275543584)","(660, 0.1916595683474506)","(585, 0.3308293455750431)","(425, 0.21134155760060006)","(504, 0.2904326413148782)","(173, 0.022589340275543584)","(173, 0.022589340275543584)","(124, 0.19996963985495883)","(212, 0.1944046185248958)","(574, 0.1953974474008475)","(173, 0.022589340275543584)","(58, 0.2818538159281065)","(173, 0.022589340275543584)"
"(112, 0.1671562326521324)","(243, 0.015847694525290484)","(243, 0.015847694525290484)","(277, 0.2551253298465531)","(243, 0.015847694525290484)","(184, 0.14615288659785117)","(665, 0.20837615004979676)","(243, 0.015847694525290484)","(212, 0.19113839400348911)","(261, 0.33005571105966297)","(45, 0.2111485462335238)","(55, 0.29022968836434043)","(243, 0.015847694525290484)","(243, 0.015847694525290484)","(668, 0.198327979374395)","(670, 0.1924200296028654)","(445, 0.1944768627574296)","(243, 0.015847694525290484)","(161, 0.2801751898276821)","(243, 0.015847694525290484)"
"(141, 0.16603199779712866)","(418, 0.014898513104620696)","(418, 0.014898513104620696)","(632, 0.25475098671042373)","(418, 0.014898513104620696)","(670, 0.1454114421486351)","(320, 0.20777647892231)","(418, 0.014898513104620696)","(485, 0.19101138888630043)","(39, 0.32742712237544547)","(645, 0.21051191256642968)","(576, 0.28898171254225147)","(418, 0.014898513104620696)","(418, 0.014898513104620696)","(597, 0.19785412738176858)","(19, 0.19188295446530276)","(245, 0.1939441637783009)","(418, 0.014898513104620696)","(137, 0.2793645726572421)","(418, 0.014898513104620696)"
"(153, 0.16488083751945326)","(539, 0.013346164433897231)","(539, 0.013346164433897231)","(198, 0.25446447538300787)","(539, 0.013346164433897231)","(628, 0.1446598993245738)","(480, 0.20416278045729455)","(539, 0.013346164433897231)","(226, 0.1907694877027393)","(611, 0.3259841186698751)","(440, 0.20944186741327894)","(533, 0.2863326101389053)","(539, 0.013346164433897231)","(539, 0.013346164433897231)","(193, 0.19746478476312163)","(397, 0.1913836685039211)","(127, 0.1933340388777587)","(539, 0.013346164433897231)","(534, 0.2791010627347343)","(539, 0.013346164433897231)"
"(207, 0.16369665445751272)","(125, 0.010675225305194864)","(125, 0.010675225305194864)","(322, 0.2532557910758921)","(125, 0.010675225305194864)","(569, 0.1434354623661157)","(569, 0.2034316920145817)","(125, 0.010675225305194864)","(301, 0.19022826743200297)","(422, 0.3259015206508513)","(456, 0.2092274432461047)","(554, 0.286161364833724)","(125, 0.010675225305194864)","(125, 0.010675225305194864)","(102, 0.19690615009748336)","(448, 0.19134790702296725)","(116, 0.19269943302908135)","(125, 0.010675225305194864)","(479, 0.27880982403648563)","(125, 0.010675225305194864)"
"(494, 0.16220356489020477)","(619, 0.009863238692451738)","(619, 0.009863238692451738)","(554, 0.25241436450235955)","(619, 0.009863238692451738)","(561, 0.1430288306998945)","(606, 0.2032213201442385)","(619, 0.009863238692451738)","(113, 0.1901335283765139)","(95, 0.3252164438707041)","(67, 0.208079950282894)","(511, 0.28588306184646595)","(619, 0.009863238692451738)","(619, 0.009863238692451738)","(322, 0.1957011118482215)","(445, 0.18999666388475128)","(153, 0.19231139334274014)","(619, 0.009863238692451738)","(32, 0.27861493875256466)","(619, 0.009863238692451738)"
"(74, 0.1614496308813186)","(1, 0.0)","(1, 0.0)","(193, 0.251269907012521)","(1, 0.0)","(231, 0.14274430340447938)","(544, 0.20313536598203435)","(1, 0.0)","(418, 0.19011057528689276)","(157, 0.32461025984302655)","(402, 0.20807786429495842)","(677, 0.28546655801782606)","(1, 0.0)","(1, 0.0)","(112, 0.1956648826585738)","(193, 0.1899433327320497)","(293, 0.19157245736472903)","(1, 0.0)","(14, 0.27846871153117364)","(1, 0.0)"
"(125, 0.16131113919385037)","(101, 0.0)","(101, 0.0)","(17, 0.25076785662394974)","(101, 0.0)","(32, 0.14244747812198214)","(590, 0.20293460483311862)","(101, 0.0)","(534, 0.18925523311143902)","(153, 0.3202902814314556)","(395, 0.20641774390583129)","(123, 0.28327681482441713)","(101, 0.0)","(101, 0.0)","(98, 0.19397661169670072)","(124, 0.1894382895510805)","(571, 0.19087051486057804)","(101, 0.0)","(167, 0.274506636481442)","(101, 0.0)"
"(127, 0.16071148176639288)","(105, 0.0)","(105, 0.0)","(474, 0.2503493226837898)","(105, 0.0)","(615, 0.14141876529837874)","(167, 0.20032130931982378)","(105, 0.0)","(124, 0.1880562818438855)","(594, 0.31911071535386554)","(324, 0.20606104935229408)","(41, 0.2805660842412309)","(105, 0.0)","(105, 0.0)","(140, 0.19298235907822367)","(521, 0.18902747899725122)","(310, 0.19052916767425399)","(105, 0.0)","(398, 0.27349780386815636)","(105, 0.0)"
"(240, 0.1602742208198363)","(107, 0.0)","(107, 0.0)","(516, 0.24635645673707846)","(107, 0.0)","(198, 0.14124105608344906)","(615, 0.1996658931332276)","(107, 0.0)","(448, 0.1869222010641539)","(433, 0.31888271369470633)","(420, 0.20474734824699944)","(14, 0.2799312325570584)","(107, 0.0)","(107, 0.0)","(558, 0.19042463475369403)","(169, 0.18871345828994293)","(676, 0.18942259304428055)","(107, 0.0)","(33, 0.27343364753051774)","(107, 0.0)"
"(447, 0.15881043462697234)","(108, 0.0)","(108, 0.0)","(597, 0.24602583812744588)","(108, 0.0)","(307, 0.1405498129537635)","(231, 0.19898968536038414)","(108, 0.0)","(163, 0.18668060527499883)","(528, 0.31830708224066245)","(36, 0.20281744400934226)","(532, 0.27976774778640684)","(108, 0.0)","(108, 0.0)","(326, 0.1902500203353679)","(678, 0.18829699230756355)","(132, 0.18916746654030958)","(108, 0.0)","(604, 0.27266263481997655)","(108, 0.0)"
"(12, 0.15822475992056398)","(109, 0.0)","(109, 0.0)","(182, 0.24438516867438798)","(109, 0.0)","(233, 0.1404414275761444)","(393, 0.19778466352058469)","(109, 0.0)","(219, 0.18646623284943695)","(61, 0.3161995529470757)","(240, 0.20153295223336196)","(261, 0.2778256152775443)","(109, 0.0)","(109, 0.0)","(478, 0.18952665801555268)","(163, 0.18817387354918289)","(67, 0.1890754734498551)","(109, 0.0)","(296, 0.2718801847148345)","(109, 0.0)"
"(406, 0.15781448019516855)","(11, 0.0)","(11, 0.0)","(480, 0.24416921914703837)","(11, 0.0)","(75, 0.14001589319237337)","(626, 0.1974791886443746)","(11, 0.0)","(193, 0.18635783765712152)","(184, 0.31520254872331105)","(544, 0.1989238772985339)","(541, 0.27670718098725344)","(11, 0.0)","(11, 0.0)","(496, 0.18948095912452423)","(534, 0.18762679266480534)","(589, 0.18838846836265893)","(11, 0.0)","(644, 0.27163382726223345)","(11, 0.0)"
"(94, 0.15729454683572278)","(112, 0.0)","(112, 0.0)","(492, 0.24394557129678554)","(112, 0.0)","(414, 0.13928381480985913)","(169, 0.1971793138145002)","(112, 0.0)","(447, 0.18631818758933963)","(113, 0.3151084670829448)","(532, 0.19807676672084146)","(634, 0.2751460195358886)","(112, 0.0)","(112, 0.0)","(308, 0.1892190554425627)","(301, 0.1874567225831668)","(671, 0.18799419340760293)","(112, 0.0)","(425, 0.27115978218170655)","(112, 0.0)"
"(440, 0.15618417186245337)","(113, 0.0)","(113, 0.0)","(598, 0.2432834929227106)","(113, 0.0)","(496, 0.13815007481990768)","(511, 0.19676448492211204)","(113, 0.0)","(397, 0.1853795550973314)","(538, 0.3132474499867479)","(32, 0.19783271210522407)","(153, 0.2743803164148724)","(113, 0.0)","(113, 0.0)","(177, 0.18761709681973826)","(585, 0.18729827308332772)","(240, 0.18620089294418796)","(113, 0.0)","(517, 0.2698175518038914)","(113, 0.0)"
"(529, 0.15597003904361337)","(114, 0.0)","(114, 0.0)","(495, 0.24255596116020964)","(114, 0.0)","(466, 0.13780620720149742)","(424, 0.1967014414542371)","(114, 0.0)","(675, 0.18535014648003087)","(68, 0.3113998452909184)","(202, 0.19729747851005014)","(520, 0.2735983236794204)","(114, 0.0)","(114, 0.0)","(73, 0.18751525576344064)","(660, 0.18599729316930788)","(154, 0.1861215870780789)","(114, 0.0)","(320, 0.2691841980601461)","(114, 0.0)"
"(414, 0.1556617026168599)","(115, 0.0)","(115, 0.0)","(457, 0.24201640405906164)","(115, 0.0)","(600, 0.1377134379147276)","(486, 0.19291911553160465)","(115, 0.0)","(665, 0.18464029599435813)","(601, 0.31125527721194146)","(618, 0.1972828922138651)","(578, 0.2733621555179732)","(115, 0.0)","(115, 0.0)","(275, 0.18727295837773578)","(608, 0.18579016137160978)","(299, 0.18602659188085194)","(115, 0.0)","(574, 0.26738160701744196)","(115, 0.0)"
