Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18
"(422, 0.023004609559381762)","(592, 0.04366999355065471)","(179, 0.040529939282182466)","(544, 0.034020710981030586)","(388, 0.0)","(125, 0.022893422439744952)","(189, 0.01106584760712188)","(611, 0.020071960966157255)","(508, 0.030454504714650426)","(252, 0.0)","(480, 0.0)","(198, 0.0)","(302, 0.0)","(36, 0.0)","(328, 0.0)","(572, 0.0)","(98, 0.0)","(552, 0.03592999777420653)"
"(143, 0.022276634303328956)","(218, 0.043253466699490956)","(321, 0.040273455751269206)","(125, 0.03282142610487917)","(390, 0.0)","(6, 0.022618297054662898)","(589, 0.010892617750337653)","(507, 0.019973333821645938)","(11, 0.0300508319438956)","(256, 0.0)","(481, 0.0)","(2, 0.0)","(303, 0.0)","(386, 0.0)","(329, 0.0)","(573, 0.0)","(11, 0.0)","(202, 0.03558267345394801)"
"(397, 0.022216263985865917)","(20, 0.04320116879522366)","(657, 0.04018938266977312)","(110, 0.03249543118783482)","(391, 0.0)","(49, 0.02157796704553685)","(657, 0.006311039167521662)","(670, 0.01992646833939421)","(458, 0.029571353065593557)","(271, 0.0)","(482, 0.0)","(212, 0.0)","(304, 0.0)","(397, 0.0)","(330, 0.0)","(574, 0.0)","(126, 0.0)","(662, 0.03536271655736354)"
"(3, 0.02184047995454606)","(587, 0.042894753139587016)","(226, 0.04008359575981073)","(438, 0.032484339622119635)","(4, 0.0)","(221, 0.015340410534272587)","(98, 0.0)","(90, 0.019911012935765686)","(192, 0.029429845484107337)","(274, 0.0)","(486, 0.0)","(219, 0.0)","(306, 0.0)","(407, 0.0)","(331, 0.0)","(577, 0.0)","(146, 0.0)","(107, 0.03506024419946655)"
"(47, 0.021766761115002038)","(187, 0.04275473853385774)","(209, 0.039832343136363926)","(87, 0.029043179115044466)","(418, 0.0)","(8, 0.014977682524970193)","(1, 0.0)","(196, 0.01967124517349799)","(640, 0.029422607536959015)","(279, 0.0)","(487, 0.0)","(22, 0.0)","(319, 0.0)","(412, 0.0)","(332, 0.0)","(578, 0.0)","(148, 0.0)","(219, 0.035043847361021174)"
"(546, 0.021579224153634297)","(268, 0.04263009899035614)","(660, 0.037868440753143266)","(131, 0.028604290538921412)","(420, 0.0)","(206, 0.013007425247245089)","(101, 0.0)","(157, 0.019654982691711783)","(128, 0.02941601273412729)","(29, 0.0)","(488, 0.0)","(221, 0.0)","(322, 0.0)","(418, 0.0)","(37, 0.0)","(579, 0.0)","(168, 0.0)","(383, 0.03387930186592289)"
"(111, 0.021213139297233962)","(95, 0.0426103241776603)","(36, 0.03737060109221525)","(523, 0.028586382496475726)","(429, 0.0)","(10, 0.0)","(11, 0.0)","(140, 0.019464332123818748)","(642, 0.029213052712098415)","(292, 0.0)","(489, 0.0)","(228, 0.0)","(324, 0.0)","(42, 0.0)","(385, 0.0)","(58, 0.0)","(173, 0.0)","(251, 0.033787737494588736)"
"(25, 0.021192637981140974)","(549, 0.042479034254440884)","(168, 0.03720739662881358)","(653, 0.02634267860957035)","(448, 0.0)","(101, 0.0)","(125, 0.0)","(556, 0.019337800500820176)","(291, 0.029171490855667163)","(297, 0.0)","(491, 0.0)","(234, 0.0)","(327, 0.0)","(423, 0.0)","(388, 0.0)","(580, 0.0)","(180, 0.0)","(426, 0.03143624307122597)"
"(621, 0.021191550980508102)","(229, 0.04217440955456514)","(632, 0.03710696655780313)","(510, 0.021650455178312114)","(456, 0.0)","(121, 0.0)","(128, 0.0)","(539, 0.018804439330979042)","(492, 0.028903733185602926)","(3, 0.0)","(494, 0.0)","(243, 0.0)","(329, 0.0)","(427, 0.0)","(392, 0.0)","(582, 0.0)","(183, 0.0)","(446, 0.028897627969208518)"
"(43, 0.02114560677720834)","(386, 0.04157058141842026)","(648, 0.03641133319766223)","(191, 0.016052273556744677)","(460, 0.0)","(131, 0.0)","(131, 0.0)","(614, 0.01867068981440791)","(304, 0.028745570584999314)","(30, 0.0)","(5, 0.0)","(244, 0.0)","(330, 0.0)","(429, 0.0)","(393, 0.0)","(583, 0.0)","(185, 0.0)","(664, 0.028227434694667913)"
"(401, 0.021123861398170338)","(506, 0.0415512861772207)","(460, 0.035301522008298725)","(539, 0.01408797681358794)","(461, 0.0)","(139, 0.0)","(139, 0.0)","(230, 0.0183610109126612)","(209, 0.028491214927323132)","(303, 0.0)","(50, 0.0)","(251, 0.0)","(37, 0.0)","(43, 0.0)","(406, 0.0)","(584, 0.0)","(187, 0.0)","(203, 0.02815720874985391)"
"(588, 0.02101546101118688)","(41, 0.04136122074902741)","(110, 0.03497522868863319)","(199, 0.013452047784441392)","(462, 0.0)","(146, 0.0)","(146, 0.0)","(549, 0.01812337577135127)","(490, 0.02825130271048796)","(313, 0.0)","(501, 0.0)","(252, 0.0)","(385, 0.0)","(439, 0.0)","(410, 0.0)","(585, 0.0)","(189, 0.0)","(523, 0.026345416039724377)"
"(623, 0.020931200721629527)","(135, 0.04130371783141195)","(219, 0.03491743087715016)","(309, 0.012280772137618481)","(466, 0.0)","(162, 0.0)","(168, 0.0)","(187, 0.01808671363709083)","(386, 0.02786022862659571)","(320, 0.0)","(51, 0.0)","(256, 0.0)","(388, 0.0)","(444, 0.0)","(420, 0.0)","(586, 0.0)","(191, 0.0)","(189, 0.02577010114449193)"
"(23, 0.02089804148314933)","(490, 0.0412186143164754)","(584, 0.03474904232429423)","(237, 0.01226598686739376)","(467, 0.0)","(168, 0.0)","(185, 0.0)","(79, 0.01808378526119614)","(22, 0.02779145301401985)","(323, 0.0)","(511, 0.0)","(263, 0.0)","(4, 0.0)","(448, 0.0)","(421, 0.0)","(589, 0.0)","(198, 0.0)","(627, 0.02473257350302222)"
"(556, 0.020704725311853113)","(456, 0.04034853862455943)","(275, 0.03426355406541263)","(173, 0.009115401310982518)","(469, 0.0)","(17, 0.0)","(191, 0.0)","(268, 0.01800841041047684)","(159, 0.027720762276670304)","(324, 0.0)","(52, 0.0)","(268, 0.0)","(406, 0.0)","(458, 0.0)","(422, 0.0)","(59, 0.0)","(199, 0.0)","(510, 0.019953215923921387)"
"(244, 0.020290381620177007)","(209, 0.04006050669981549)","(251, 0.03384975133621847)","(100, 0.0)","(471, 0.0)","(173, 0.0)","(192, 0.0)","(169, 0.016478086061596096)","(268, 0.027568819517364895)","(325, 0.0)","(524, 0.0)","(27, 0.0)","(418, 0.0)","(459, 0.0)","(423, 0.0)","(591, 0.0)","(204, 0.0)","(653, 0.01843003317487858)"
"(278, 0.020160470611871057)","(489, 0.03979655869923488)","(629, 0.033462234468379704)","(101, 0.0)","(472, 0.0)","(177, 0.0)","(198, 0.0)","(652, 0.016393916031391793)","(133, 0.02737861491469007)","(328, 0.0)","(529, 0.0)","(274, 0.0)","(422, 0.0)","(460, 0.0)","(43, 0.0)","(592, 0.0)","(206, 0.0)","(115, 0.017285685689761413)"
"(642, 0.020037440937887955)","(292, 0.03967409846561765)","(332, 0.03303318098962173)","(132, 0.0)","(473, 0.0)","(185, 0.0)","(204, 0.0)","(657, 0.016315128992437672)","(79, 0.02735356606684513)","(329, 0.0)","(53, 0.0)","(285, 0.0)","(429, 0.0)","(461, 0.0)","(441, 0.0)","(593, 0.0)","(251, 0.0)","(243, 0.015922834238848986)"
"(471, 0.02000375227258629)","(469, 0.03891087984394858)","(426, 0.03135098925463004)","(133, 0.0)","(476, 0.0)","(187, 0.0)","(206, 0.0)","(92, 0.015871662818427692)","(200, 0.02711075721796209)","(331, 0.0)","(533, 0.0)","(292, 0.0)","(43, 0.0)","(464, 0.0)","(442, 0.0)","(598, 0.0)","(26, 0.0)","(10, 0.01143065126607833)"
"(72, 0.01998609201893568)","(330, 0.038485956429146345)","(438, 0.03072759289560094)","(146, 0.0)","(477, 0.0)","(19, 0.0)","(209, 0.0)","(639, 0.013455580729501636)","(233, 0.027045166074897185)","(391, 0.0)","(536, 0.0)","(3, 0.0)","(441, 0.0)","(472, 0.0)","(448, 0.0)","(599, 0.0)","(261, 0.0)","(657, 0.009032464539991705)"
"(16, 0.019854682465742127)","(97, 0.0380673877954265)","(144, 0.03007853023101293)","(159, 0.0)","(48, 0.0)","(192, 0.0)","(268, 0.0)","(460, 0.013099924236768675)","(218, 0.026922876508366354)","(4, 0.0)","(539, 0.0)","(30, 0.0)","(448, 0.0)","(474, 0.0)","(452, 0.0)","(60, 0.0)","(271, 0.0)","(111, 0.0)"
"(591, 0.01945356864294453)","(632, 0.037412255313850507)","(203, 0.028304300170457243)","(168, 0.0)","(481, 0.0)","(199, 0.0)","(273, 0.0)","(168, 0.012608208299474276)","(226, 0.026629012582125876)","(406, 0.0)","(541, 0.0)","(300, 0.0)","(452, 0.0)","(475, 0.0)","(462, 0.0)","(603, 0.0)","(274, 0.0)","(113, 0.0)"
"(595, 0.019300890860450587)","(168, 0.03683212742707244)","(664, 0.028239130958711927)","(186, 0.0)","(482, 0.0)","(204, 0.0)","(274, 0.0)","(385, 0.011462130067147514)","(9, 0.02563403176155092)","(410, 0.0)","(545, 0.0)","(305, 0.0)","(46, 0.0)","(477, 0.0)","(466, 0.0)","(604, 0.0)","(292, 0.0)","(121, 0.0)"
"(86, 0.01905709404425468)","(648, 0.0362514864649074)","(510, 0.019794928161457986)","(19, 0.0)","(487, 0.0)","(219, 0.0)","(279, 0.0)","(4, 0.011039908755783229)","(539, 0.025627412804883492)","(418, 0.0)","(549, 0.0)","(307, 0.0)","(460, 0.0)","(48, 0.0)","(469, 0.0)","(605, 0.0)","(297, 0.0)","(125, 0.0)"
"(89, 0.018644664015574276)","(206, 0.03576535743736164)","(10, 0.01147535329233696)","(190, 0.0)","(488, 0.0)","(228, 0.0)","(299, 0.0)","(104, 0.0)","(660, 0.024161949560921627)","(422, 0.0)","(55, 0.0)","(317, 0.0)","(462, 0.0)","(481, 0.0)","(47, 0.0)","(607, 0.0)","(299, 0.0)","(13, 0.0)"
"(448, 0.018502804542366424)","(559, 0.03530821442480812)","(206, 0.010205617896371862)","(192, 0.0)","(490, 0.0)","(251, 0.0)","(30, 0.0)","(108, 0.0)","(237, 0.020898925458195425)","(424, 0.0)","(550, 0.0)","(319, 0.0)","(464, 0.0)","(482, 0.0)","(472, 0.0)","(608, 0.0)","(30, 0.0)","(132, 0.0)"
"(469, 0.01829490286665321)","(219, 0.03511875215984179)","(589, 0.009021041800074686)","(198, 0.0)","(491, 0.0)","(256, 0.0)","(303, 0.0)","(11, 0.0)","(131, 0.01966405876137263)","(425, 0.0)","(556, 0.0)","(320, 0.0)","(466, 0.0)","(487, 0.0)","(473, 0.0)","(609, 0.0)","(303, 0.0)","(143, 0.0)"
"(468, 0.01794636614232431)","(584, 0.03473446129019375)","(111, 0.0)","(2, 0.0)","(494, 0.0)","(271, 0.0)","(306, 0.0)","(125, 0.0)","(653, 0.01821258394667437)","(43, 0.0)","(559, 0.0)","(321, 0.0)","(469, 0.0)","(489, 0.0)","(476, 0.0)","(61, 0.0)","(304, 0.0)","(149, 0.0)"
"(107, 0.01619453662501104)","(332, 0.03288816673804555)","(13, 0.0)","(20, 0.0)","(499, 0.0)","(274, 0.0)","(313, 0.0)","(139, 0.0)","(173, 0.016581809697645212)","(441, 0.0)","(560, 0.0)","(328, 0.0)","(477, 0.0)","(490, 0.0)","(480, 0.0)","(610, 0.0)","(306, 0.0)","(15, 0.0)"
"(661, 0.015744457895806353)","(426, 0.03163382125875406)","(132, 0.0)","(202, 0.0)","(5, 0.0)","(297, 0.0)","(329, 0.0)","(146, 0.0)","(503, 0.01480690868340467)","(448, 0.0)","(564, 0.0)","(329, 0.0)","(48, 0.0)","(491, 0.0)","(481, 0.0)","(612, 0.0)","(322, 0.0)","(16, 0.0)"
"(186, 0.014453339410984074)","(8, 0.02979709389962449)","(143, 0.0)","(206, 0.0)","(501, 0.0)","(299, 0.0)","(388, 0.0)","(149, 0.0)","(186, 0.009651992843806651)","(452, 0.0)","(565, 0.0)","(331, 0.0)","(481, 0.0)","(498, 0.0)","(482, 0.0)","(613, 0.0)","(329, 0.0)","(176, 0.0)"
"(657, 0.007978711237848511)","(203, 0.028110936659047663)","(175, 0.0)","(219, 0.0)","(52, 0.0)","(30, 0.0)","(391, 0.0)","(158, 0.0)","(199, 0.00905172908412378)","(46, 0.0)","(568, 0.0)","(36, 0.0)","(487, 0.0)","(5, 0.0)","(486, 0.0)","(614, 0.0)","(331, 0.0)","(206, 0.0)"
"(655, 0.005290156704142702)","(664, 0.028083667939488514)","(176, 0.0)","(221, 0.0)","(524, 0.0)","(301, 0.0)","(392, 0.0)","(163, 0.0)","(100, 0.0)","(460, 0.0)","(569, 0.0)","(389, 0.0)","(498, 0.0)","(500, 0.0)","(487, 0.0)","(621, 0.0)","(35, 0.0)","(23, 0.0)"
"(653, 0.004855774804026554)","(627, 0.02476975674035019)","(186, 0.0)","(226, 0.0)","(529, 0.0)","(302, 0.0)","(393, 0.0)","(17, 0.0)","(111, 0.0)","(462, 0.0)","(571, 0.0)","(390, 0.0)","(5, 0.0)","(503, 0.0)","(488, 0.0)","(623, 0.0)","(37, 0.0)","(244, 0.0)"
"(10, 0.0)","(149, 0.011385682023441177)","(189, 0.0)","(23, 0.0)","(53, 0.0)","(303, 0.0)","(4, 0.0)","(173, 0.0)","(132, 0.0)","(464, 0.0)","(573, 0.0)","(406, 0.0)","(501, 0.0)","(507, 0.0)","(489, 0.0)","(626, 0.0)","(393, 0.0)","(25, 0.0)"
"(110, 0.0)","(10, 0.011380527481983253)","(20, 0.0)","(233, 0.0)","(530, 0.0)","(305, 0.0)","(406, 0.0)","(177, 0.0)","(146, 0.0)","(469, 0.0)","(577, 0.0)","(422, 0.0)","(511, 0.0)","(508, 0.0)","(491, 0.0)","(627, 0.0)","(418, 0.0)","(273, 0.0)"
"(125, 0.0)","(503, 0.011079432919705498)","(202, 0.0)","(272, 0.0)","(536, 0.0)","(309, 0.0)","(418, 0.0)","(185, 0.0)","(168, 0.0)","(47, 0.0)","(578, 0.0)","(425, 0.0)","(519, 0.0)","(509, 0.0)","(5, 0.0)","(63, 0.0)","(422, 0.0)","(287, 0.0)"
"(132, 0.0)","(657, 0.009011518539479704)","(204, 0.0)","(297, 0.0)","(539, 0.0)","(323, 0.0)","(422, 0.0)","(189, 0.0)","(17, 0.0)","(472, 0.0)","(579, 0.0)","(43, 0.0)","(52, 0.0)","(51, 0.0)","(51, 0.0)","(630, 0.0)","(423, 0.0)","(305, 0.0)"
"(149, 0.0)","(110, 0.0)","(23, 0.0)","(299, 0.0)","(545, 0.0)","(328, 0.0)","(423, 0.0)","(203, 0.0)","(19, 0.0)","(473, 0.0)","(582, 0.0)","(441, 0.0)","(524, 0.0)","(511, 0.0)","(52, 0.0)","(631, 0.0)","(429, 0.0)","(319, 0.0)"
"(163, 0.0)","(111, 0.0)","(243, 0.0)","(30, 0.0)","(549, 0.0)","(389, 0.0)","(429, 0.0)","(212, 0.0)","(190, 0.0)","(474, 0.0)","(584, 0.0)","(446, 0.0)","(529, 0.0)","(517, 0.0)","(524, 0.0)","(632, 0.0)","(441, 0.0)","(332, 0.0)"
"(189, 0.0)","(120, 0.0)","(244, 0.0)","(301, 0.0)","(551, 0.0)","(390, 0.0)","(448, 0.0)","(219, 0.0)","(191, 0.0)","(476, 0.0)","(59, 0.0)","(447, 0.0)","(53, 0.0)","(524, 0.0)","(533, 0.0)","(633, 0.0)","(448, 0.0)","(386, 0.0)"
"(204, 0.0)","(126, 0.0)","(25, 0.0)","(305, 0.0)","(556, 0.0)","(391, 0.0)","(460, 0.0)","(228, 0.0)","(198, 0.0)","(491, 0.0)","(590, 0.0)","(448, 0.0)","(541, 0.0)","(531, 0.0)","(536, 0.0)","(636, 0.0)","(456, 0.0)","(407, 0.0)"
"(206, 0.0)","(15, 0.0)","(278, 0.0)","(306, 0.0)","(559, 0.0)","(4, 0.0)","(462, 0.0)","(229, 0.0)","(23, 0.0)","(505, 0.0)","(592, 0.0)","(462, 0.0)","(545, 0.0)","(536, 0.0)","(539, 0.0)","(637, 0.0)","(460, 0.0)","(416, 0.0)"
"(221, 0.0)","(163, 0.0)","(292, 0.0)","(312, 0.0)","(560, 0.0)","(410, 0.0)","(466, 0.0)","(247, 0.0)","(272, 0.0)","(51, 0.0)","(596, 0.0)","(464, 0.0)","(556, 0.0)","(537, 0.0)","(545, 0.0)","(639, 0.0)","(462, 0.0)","(423, 0.0)"
"(243, 0.0)","(175, 0.0)","(317, 0.0)","(319, 0.0)","(568, 0.0)","(43, 0.0)","(473, 0.0)","(250, 0.0)","(285, 0.0)","(511, 0.0)","(60, 0.0)","(469, 0.0)","(560, 0.0)","(54, 0.0)","(549, 0.0)","(64, 0.0)","(464, 0.0)","(428, 0.0)"
"(273, 0.0)","(176, 0.0)","(319, 0.0)","(329, 0.0)","(569, 0.0)","(446, 0.0)","(474, 0.0)","(251, 0.0)","(296, 0.0)","(519, 0.0)","(605, 0.0)","(472, 0.0)","(564, 0.0)","(549, 0.0)","(55, 0.0)","(640, 0.0)","(466, 0.0)","(429, 0.0)"
"(30, 0.0)","(204, 0.0)","(397, 0.0)","(332, 0.0)","(573, 0.0)","(448, 0.0)","(476, 0.0)","(256, 0.0)","(299, 0.0)","(524, 0.0)","(61, 0.0)","(474, 0.0)","(565, 0.0)","(551, 0.0)","(556, 0.0)","(641, 0.0)","(473, 0.0)","(43, 0.0)"
"(300, 0.0)","(23, 0.0)","(401, 0.0)","(36, 0.0)","(577, 0.0)","(456, 0.0)","(481, 0.0)","(26, 0.0)","(300, 0.0)","(534, 0.0)","(610, 0.0)","(491, 0.0)","(569, 0.0)","(554, 0.0)","(560, 0.0)","(642, 0.0)","(474, 0.0)","(442, 0.0)"
"(305, 0.0)","(244, 0.0)","(407, 0.0)","(386, 0.0)","(578, 0.0)","(462, 0.0)","(482, 0.0)","(263, 0.0)","(305, 0.0)","(539, 0.0)","(624, 0.0)","(5, 0.0)","(571, 0.0)","(556, 0.0)","(568, 0.0)","(644, 0.0)","(482, 0.0)","(443, 0.0)"
"(317, 0.0)","(25, 0.0)","(416, 0.0)","(388, 0.0)","(579, 0.0)","(464, 0.0)","(491, 0.0)","(27, 0.0)","(306, 0.0)","(545, 0.0)","(628, 0.0)","(50, 0.0)","(574, 0.0)","(559, 0.0)","(571, 0.0)","(646, 0.0)","(491, 0.0)","(444, 0.0)"
"(319, 0.0)","(287, 0.0)","(422, 0.0)","(389, 0.0)","(582, 0.0)","(468, 0.0)","(5, 0.0)","(274, 0.0)","(307, 0.0)","(549, 0.0)","(631, 0.0)","(505, 0.0)","(577, 0.0)","(563, 0.0)","(573, 0.0)","(647, 0.0)","(5, 0.0)","(458, 0.0)"
"(332, 0.0)","(3, 0.0)","(429, 0.0)","(418, 0.0)","(584, 0.0)","(472, 0.0)","(51, 0.0)","(278, 0.0)","(319, 0.0)","(55, 0.0)","(637, 0.0)","(509, 0.0)","(579, 0.0)","(565, 0.0)","(577, 0.0)","(648, 0.0)","(51, 0.0)","(468, 0.0)"
"(386, 0.0)","(30, 0.0)","(43, 0.0)","(429, 0.0)","(605, 0.0)","(474, 0.0)","(516, 0.0)","(279, 0.0)","(329, 0.0)","(560, 0.0)","(639, 0.0)","(519, 0.0)","(582, 0.0)","(577, 0.0)","(578, 0.0)","(650, 0.0)","(511, 0.0)","(47, 0.0)"
"(423, 0.0)","(303, 0.0)","(443, 0.0)","(43, 0.0)","(609, 0.0)","(477, 0.0)","(519, 0.0)","(303, 0.0)","(332, 0.0)","(569, 0.0)","(640, 0.0)","(524, 0.0)","(584, 0.0)","(579, 0.0)","(579, 0.0)","(651, 0.0)","(519, 0.0)","(471, 0.0)"
"(429, 0.0)","(317, 0.0)","(444, 0.0)","(444, 0.0)","(61, 0.0)","(491, 0.0)","(52, 0.0)","(324, 0.0)","(36, 0.0)","(571, 0.0)","(642, 0.0)","(548, 0.0)","(589, 0.0)","(587, 0.0)","(584, 0.0)","(654, 0.0)","(52, 0.0)","(472, 0.0)"
"(444, 0.0)","(319, 0.0)","(458, 0.0)","(448, 0.0)","(621, 0.0)","(51, 0.0)","(533, 0.0)","(330, 0.0)","(388, 0.0)","(576, 0.0)","(646, 0.0)","(549, 0.0)","(59, 0.0)","(589, 0.0)","(59, 0.0)","(655, 0.0)","(529, 0.0)","(477, 0.0)"
"(458, 0.0)","(397, 0.0)","(459, 0.0)","(458, 0.0)","(631, 0.0)","(516, 0.0)","(549, 0.0)","(332, 0.0)","(389, 0.0)","(578, 0.0)","(647, 0.0)","(551, 0.0)","(599, 0.0)","(593, 0.0)","(590, 0.0)","(66, 0.0)","(533, 0.0)","(481, 0.0)"
"(472, 0.0)","(401, 0.0)","(469, 0.0)","(459, 0.0)","(637, 0.0)","(519, 0.0)","(55, 0.0)","(407, 0.0)","(444, 0.0)","(579, 0.0)","(649, 0.0)","(560, 0.0)","(60, 0.0)","(609, 0.0)","(592, 0.0)","(660, 0.0)","(549, 0.0)","(482, 0.0)"
"(477, 0.0)","(416, 0.0)","(47, 0.0)","(465, 0.0)","(639, 0.0)","(524, 0.0)","(550, 0.0)","(462, 0.0)","(464, 0.0)","(582, 0.0)","(65, 0.0)","(579, 0.0)","(609, 0.0)","(61, 0.0)","(596, 0.0)","(663, 0.0)","(55, 0.0)","(491, 0.0)"
"(479, 0.0)","(43, 0.0)","(506, 0.0)","(466, 0.0)","(64, 0.0)","(539, 0.0)","(556, 0.0)","(465, 0.0)","(465, 0.0)","(590, 0.0)","(652, 0.0)","(590, 0.0)","(610, 0.0)","(611, 0.0)","(610, 0.0)","(664, 0.0)","(550, 0.0)","(500, 0.0)"
"(481, 0.0)","(439, 0.0)","(518, 0.0)","(472, 0.0)","(642, 0.0)","(545, 0.0)","(560, 0.0)","(469, 0.0)","(472, 0.0)","(592, 0.0)","(654, 0.0)","(596, 0.0)","(614, 0.0)","(624, 0.0)","(624, 0.0)","(665, 0.0)","(564, 0.0)","(518, 0.0)"
"(482, 0.0)","(442, 0.0)","(532, 0.0)","(474, 0.0)","(644, 0.0)","(549, 0.0)","(573, 0.0)","(481, 0.0)","(474, 0.0)","(596, 0.0)","(655, 0.0)","(599, 0.0)","(631, 0.0)","(630, 0.0)","(631, 0.0)","(666, 0.0)","(579, 0.0)","(530, 0.0)"
"(489, 0.0)","(443, 0.0)","(559, 0.0)","(477, 0.0)","(646, 0.0)","(55, 0.0)","(579, 0.0)","(489, 0.0)","(477, 0.0)","(599, 0.0)","(657, 0.0)","(609, 0.0)","(636, 0.0)","(631, 0.0)","(637, 0.0)","(67, 0.0)","(582, 0.0)","(532, 0.0)"
"(491, 0.0)","(448, 0.0)","(560, 0.0)","(490, 0.0)","(651, 0.0)","(569, 0.0)","(582, 0.0)","(50, 0.0)","(491, 0.0)","(605, 0.0)","(66, 0.0)","(617, 0.0)","(637, 0.0)","(633, 0.0)","(639, 0.0)","(672, 0.0)","(589, 0.0)","(546, 0.0)"
"(530, 0.0)","(458, 0.0)","(579, 0.0)","(491, 0.0)","(654, 0.0)","(582, 0.0)","(590, 0.0)","(501, 0.0)","(5, 0.0)","(614, 0.0)","(662, 0.0)","(621, 0.0)","(639, 0.0)","(637, 0.0)","(640, 0.0)","(673, 0.0)","(590, 0.0)","(560, 0.0)"
"(532, 0.0)","(459, 0.0)","(588, 0.0)","(508, 0.0)","(655, 0.0)","(583, 0.0)","(596, 0.0)","(524, 0.0)","(509, 0.0)","(631, 0.0)","(664, 0.0)","(629, 0.0)","(644, 0.0)","(638, 0.0)","(642, 0.0)","(676, 0.0)","(596, 0.0)","(563, 0.0)"
"(549, 0.0)","(479, 0.0)","(592, 0.0)","(519, 0.0)","(657, 0.0)","(590, 0.0)","(60, 0.0)","(53, 0.0)","(516, 0.0)","(634, 0.0)","(665, 0.0)","(63, 0.0)","(646, 0.0)","(639, 0.0)","(646, 0.0)","(679, 0.0)","(60, 0.0)","(577, 0.0)"
"(559, 0.0)","(518, 0.0)","(593, 0.0)","(533, 0.0)","(66, 0.0)","(596, 0.0)","(605, 0.0)","(531, 0.0)","(519, 0.0)","(637, 0.0)","(672, 0.0)","(631, 0.0)","(650, 0.0)","(642, 0.0)","(647, 0.0)","(680, 0.0)","(624, 0.0)","(588, 0.0)"
"(560, 0.0)","(532, 0.0)","(611, 0.0)","(538, 0.0)","(662, 0.0)","(609, 0.0)","(61, 0.0)","(560, 0.0)","(524, 0.0)","(639, 0.0)","(675, 0.0)","(635, 0.0)","(654, 0.0)","(649, 0.0)","(649, 0.0)","(681, 0.0)","(637, 0.0)","(592, 0.0)"
